Nama Tempat,Jenis Tempat uc,Alamat,Jam Operasional,Rating,Jumlah Review,telepon,Ketersediaan Telepon,Website,Latitude,Longitude,Ketersediaan Akses,Aksesibilitas Difabel
Sukabumi kota,Lainnya ,"2WR9+47V, Sindangsari, Kec. Lembursitu, Kota Sukabumi, Jawa Barat",,"5,0",1,,Tidak Ada ,Tidak Tersedia,-6.9596314,106.9181715,Aksesibilitas Tersedia,[]
Masjid Besar,Masjid,"2VQR+6M7, Lembursitu, Kec. Lembursitu, Kabupaten Sukabumi, Jawa Barat 43169",,"5,0",1,,Tidak Ada ,Tidak Tersedia,-6.9619738,106.8916842,Aksesibilitas Tersedia,[]
Masjid Sejuta Pemuda,Masjid,"Jl. lamping, Gedongpanjang, Kec. Citamiang, Kota Sukabumi, Jawa Barat 43144",Buka 24 jam,"5,0",1.292,,Ada,Tersedia,-6.9455072,106.9286462,Aksesibilitas Tersedia,[]
Masjid Jami Arruhama,Masjid,"3W3F+8PC, Jalan Lio, Gedongpanjang, Citamiang, Cikondang, Kec. Citamiang, Kota Sukabumi, Jawa Barat 43142",,"5,0",6,,Tidak Ada ,Tidak Tersedia,-6.9466787,106.9242523,Aksesibilitas Tersedia,[]
Masjid NURUL PUJI,Masjid,"3W4F+3PV, Jl. Lio Santa, Cikondang, Kec. Citamiang, Kota Sukabumi, Jawa Barat",,"5,0",2,,Tidak Ada ,Tidak Tersedia,-6.9447529,106.9242894,Aksesibilitas Tersedia,[]
Masjid Jami Assyuhada,Masjid,"3WC8+98P, Jl. Benteng Kidul, Dayeuhluhur, Kec. Warudoyong, Kota Sukabumi, Jawa Barat 43132",,"4,9",18,,Tidak Ada ,Tidak Tersedia,-6.9290315,106.9158232,Aksesibilitas Tersedia,[]
Masjid AL MUSTHOFA,Masjid,"Jl. RH. Didi Sukardi No.139, Gedongpanjang, Kec. Citamiang, Kota Sukabumi, Jawa Barat 43143",Buka 24 jam,"5,0",22,,Tidak Ada ,Tidak Tersedia,-6.9330005,106.9322507,Aksesibilitas Tersedia,[]
Masjid Al-Muslikh,Masjid,"2WJ5+QX9, Cikundul, Kec. Lembursitu, Kota Sukabumi, Jawa Barat 43168",,"5,0",1,,Tidak Ada ,Tidak Tersedia,-6.9684274,106.9100038,Aksesibilitas Tersedia,[]
Masjid At Tarfi (LDII),Masjid,"3W7P+VJM, Gg. H. Tarpi, Nanggeleng, Kec. Citamiang, Kota Sukabumi, Jawa Barat 43145",,"5,0",36,,Tidak Ada ,Tersedia,-6.9352964,106.9365572,Aksesibilitas Tersedia,[]
MASJID WAHIDIL QOHHAR,Masjid,"Jl. Lkr. Sel. No.48, Limusnunggal, Kec. Cibeureum, Kota Sukabumi, Jawa Barat 43165",03.30 hingga 20.00,"4,9",23,"
0821-1111-4855",Ada,Tidak Tersedia,-6.9491031,106.9376269,Aksesibilitas Tersedia,[]
Masjid Jami Assalamah,Masjid,"3WGH+QQ3, Gunungparang, Kec. Cikole, Kota Sukabumi, Jawa Barat",04.00 hingga 21.15,"4,8",40,"
0852-1679-7367",Ada,Tidak Tersedia,-6.9231089,106.9294331,Aksesibilitas Tersedia,[]
Masjid Al Furqon,Masjid,"2WXM+C5G, Jayaraksa, Kec. Baros, Kota Sukabumi, Jawa Barat 43166",Buka 24 jam,"5,0",10,"
0858-6351-6970",Ada,Tidak Tersedia,-6.9514272,106.9329679,Aksesibilitas Tersedia,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']"
Masjid Jami Al-Rosyad,Masjid,"3W6F+J85, Warudoyong, Kec. Warudoyong, Kota Sukabumi, Jawa Barat",04.00 hingga 21.15,"5,0",3,,Tidak Ada ,Tidak Tersedia,-6.9384984,106.923374,Aksesibilitas Tersedia,[]
Sekertariat IQOMAH sukabumi kota,Masjid,"2WRG+5MM, Jl. Tatanugraha, Jayamekar, Kec. Baros, Kota Sukabumi, Jawa Barat 43166",,,,"
0857-9725-5509",Ada,Tidak Tersedia,-6.959542,106.9266796,Aksesibilitas Tersedia,[]
Masjid Jami' Al-Muttaqin,Masjid,"Jl. Sawahbera No.Rt 01 /04, Dayeuhluhur, Kec. Warudoyong, Kota Sukabumi, Jawa Barat 43134",Buka 24 jam,"4,7",11,"
0857-8182-7555",Ada,Tidak Tersedia,-6.9358277,106.9145647,Aksesibilitas Tersedia,[]
Masjid As Sunnah,Masjid,"Jl. RH. Didi Sukardi No.27 04/06, Gedongpanjang, Kec. Citamiang, Kota Sukabumi, Jawa Barat 43144",Buka 24 jam,"4,4",7,,Tidak Ada ,Tidak Tersedia,-6.9397487,106.9331104,Aksesibilitas Tersedia,[]
Majid PERSIS Sukabumi,Masjid,"3W3M+WR6, Gedongpanjang, Kec. Citamiang, Kota Sukabumi, Jawa Barat 43144",,,,,Tidak Ada ,Tidak Tersedia,-6.9452182,106.9345461,Aksesibilitas Tersedia,[]
Masjid Jami Al-Muawwanah,Masjid,"2WMR+P4C, Baros, Kec. Baros, Kabupaten Sukabumi, Jawa Barat 43161",,"4,6",65,,Tidak Ada ,Tidak Tersedia,-6.9656977,106.9402689,Aksesibilitas Tersedia,[]
Masjid Nurul Iman Gg Babakan Kuta 3,Masjid,"Jl. Letda T. Asmita no.26Gedongpanjang, Gedongpanjang, Kec. Citamiang, Kota Sukabumi, Jawa Barat 43145",,"4,6",25,,Tidak Ada ,Tidak Tersedia,-6.9375459,106.9336586,Aksesibilitas Tersedia,[]
Masjid Al-Mu'minun,Masjid,"3WJC+P55, Gg. Rawasalak, RT.01/RW.12, Sriwidari, Kec. Gunungpuyuh, Kota Sukabumi, Jawa Barat 43123",Buka 24 jam,"4,8",28,,Tidak Ada ,Tidak Tersedia,-6.9182338,106.9204949,Aksesibilitas Tersedia,[]
Masjid Adda'wah,Masjid,"Sudajaya Hilir, Kec. Baros, Kota Sukabumi, Jawa Barat 43161",,,,"
0814-6232-3231",Ada,Tersedia,-6.9528531,106.9220396,Aksesibilitas Tersedia,[]
Masjid Ar - Rayan,Masjid,"3W4G+53Q, Jl. Pramuka, Cikondang, Kec. Citamiang, Kota Sukabumi, Jawa Barat 43142",,"4,4",17,,Tidak Ada ,Tidak Tersedia,-6.9445459,106.9252494,Aksesibilitas Tersedia,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']"
Mesjid Perahu,Masjid,"3VVX+46X, Jl. Cikiray-Cijambu, Sukasari, Kec. Cisaat, Kabupaten Sukabumi, Jawa Barat 43152",Buka 24 jam,"4,6",42,"
0877-2177-6999",Ada,Tidak Tersedia,-6.907149,106.898123,Aksesibilitas Tersedia,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']"
Masjid Birrul Walidain,Masjid,"3WJV+QHJ, Jl. Ciaul Kaler, Cisarua, Kec. Cikole, Kabupaten Sukabumi, Jawa Barat 43115",Buka 24 jam,"4,9",40,,Tidak Ada ,Tidak Tersedia,-6.9180378,106.9438972,Aksesibilitas Tersedia,[]
Masjid Assuada Kutamaneuh Sukabumi,Masjid,"3W44+CM9, Jl. Rambai-Cipanengah, Cikujang, Kec. Gn. Guruh, Kabupaten Sukabumi, Jawa Barat 43156",Buka 24 jam,"4,5",70,,Tidak Ada ,Tidak Tersedia,-6.9439539,106.906732,Aksesibilitas Tersedia,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']"
Masjid Jami Al-Huda,Masjid,"3W74+FG2, Jl. Tangkil - Agrabinta, Sukakarya, Kec. Warudoyong, Kota Sukabumi, Jawa Barat 43135",,"5,0",7,,Tidak Ada ,Tidak Tersedia,-6.9363731,106.9062759,Aksesibilitas Tersedia,[]
Masjid Jami Al-Hikmah,Masjid,"3W79+4J3, Dayeuhluhur, Kec. Warudoyong, Kabupaten Sukabumi, Jawa Barat",Buka 24 jam,,,,Tidak Ada ,Tidak Tersedia,-6.9372415,106.9190434,Aksesibilitas Tersedia,[]
Masjid Jami' H. Bakri,Masjid,"3W5C+4R6, Dayeuhluhur, Kec. Warudoyong, Kota Sukabumi, Jawa Barat 43134",,"4,4",8,,Tidak Ada ,Tidak Tersedia,-6.9422233,106.922005,Aksesibilitas Tersedia,[]
Masjid Jami Al-munawarriyah,Masjid,"Warung Kalapa rt.02/01, Lembursitu, Kec. Lembursitu, Kabupaten Sukabumi, Jawa Barat 43169",,"4,8",18,,Tidak Ada ,Tidak Tersedia,-6.9588699,106.8979919,Aksesibilitas Tersedia,['Tidak memiliki tempat parkir khusus pengguna kursi roda']
Masjid AL-UMM Universitas Muhammadiyah Sukabumi,Masjid,"Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113",04.00 hingga 21.15,"5,0",4,,Tidak Ada ,Tidak Tersedia,-6.9194883,106.9338822,Aksesibilitas Tersedia,[]
Masjid JAMI AL IKHLAS,Masjid,"Cikundul, Kec. Lembursitu, Kota Sukabumi, Jawa Barat 43168",Buka 24 jam,"5,0",1,,Tidak Ada ,Tidak Tersedia,-6.9642503,106.9181974,Aksesibilitas Tersedia,"['Memiliki tempat parkir khusus pengguna kursi roda', ' Tidak dilengkapi dukungan instalasi bantu dengar', 'Tidak memiliki kursi khusus pengguna kursi roda', 'Tidak memiliki pintu masuk khusus pengguna kursi roda']"
Masjid Jami Baiturahman,Masjid,"Jl. Raya Rambay No.7, Sukamanah, Kec. Cisaat, Kabupaten Sukabumi, Jawa Barat 43152",,"4,7",279,,Tidak Ada ,Tidak Tersedia,-6.9103228,106.8954656,Aksesibilitas Tersedia,['Tidak memiliki tempat parkir khusus pengguna kursi roda']
Masjid Nawirul Ummah,Masjid,"2VQQ+XCG, Lembursitu, Kec. Lembursitu, Kota Sukabumi, Jawa Barat 43169",,"4,8",9,,Tidak Ada ,Tidak Tersedia,-6.9600728,106.8885779,Aksesibilitas Tersedia,[]
Masjid Jami' Assalaam,Masjid,"3W3M+2V2, Jayaraksa, Kec. Baros, Kota Sukabumi, Jawa Barat",04.00 hingga 21.15,"4,7",9,,Tidak Ada ,Tidak Tersedia,-6.9474935,106.9346409,Aksesibilitas Tersedia,['Tidak memiliki tempat parkir khusus pengguna kursi roda']
Masjid Jami Nurul Huda Cipanengah,Masjid,"Jl. Pelabuhan II, Cipanengah, Kec. Lembursitu, Kabupaten Sukabumi, Jawa Barat",,"4,0",1,,Tidak Ada ,Tidak Tersedia,-6.9548114,106.9103926,Aksesibilitas Tersedia,[]
Masjid Nuurul Hikmah,Masjid,"3W6H+87W, Jl. Pramuka II, Cikondang, Kec. Citamiang, Kota Sukabumi, Jawa Barat 43142",,"5,0",3,,Tidak Ada ,Tidak Tersedia,-6.9391494,106.9282144,Aksesibilitas Tersedia,[]
Masjid Nurul Amanah,Masjid,"2WRM+8H9, Limusnunggal, Kec. Cibeureum, Kota Sukabumi, Jawa Barat 43166",Buka 24 jam,"5,0",2,,Tidak Ada ,Tidak Tersedia,-6.958795,106.934541,Aksesibilitas Tersedia,[]
Masjid Jami' Darussalam,Masjid,"Jalan Cimandiri, No. 19, Kota Paris, Cikole, Kebonjati, Kec. Cikole, Kota Sukabumi, Jawa Barat 43111",,"4,8",23,,Tidak Ada ,Tidak Tersedia,-6.9250023,106.9357302,Aksesibilitas Tersedia,[]
Masjid Jumat Lembur Situ,Masjid,"2VQQ+XGG, Jl. Pelabuhan II, Lembursitu, Kec. Lembursitu, Kabupaten Sukabumi, Jawa Barat 43169",,"4,7",6,,Tidak Ada ,Tidak Tersedia,-6.9600657,106.8888179,Aksesibilitas Tersedia,[]
Masjid Jami Daarussalaam,Masjid,"Jl. Siliwangi No.52, Kebonjati, Kec. Cikole, Kabupaten Sukabumi, Jawa Barat 43113",04.00 hingga 21.15,"4,9",7,,Tidak Ada ,Tidak Tersedia,-6.9191739,106.937,Aksesibilitas Tersedia,[]
Masjid Besar Al-Faizin,Masjid,"3W57+MXM, Jl. Koleberes, Dayeuhluhur, Kec. Warudoyong, Kota Sukabumi, Jawa Barat 43291",,"4,9",34,,Tidak Ada ,Tidak Tersedia,-6.9407795,106.9149368,Aksesibilitas Tersedia,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']"
Masjid jami Al-Muqorrobin Salaeurih,Masjid,"3W69+W7X, Dayeuhluhur, Kec. Warudoyong, Kota Sukabumi, Jawa Barat 43291",,"4,9",16,,Tidak Ada ,Tidak Tersedia,-6.9376331,106.9182204,Aksesibilitas Tersedia,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']"
Masjid Al Yumnah,Masjid,"JL. Pelabuhan II, RT. 04/03, Warudoyong, Benteng, Kab. Sukabumi, Kota Sukabumi, Jawa Barat 43132",Buka 24 jam,"4,8",148,,Tidak Ada ,Tidak Tersedia,-6.9339793,106.9248455,Aksesibilitas Tersedia,[]
Masjid Jami Sa'adatul Ummah,Masjid,"Jl. Cipelang Leutik No.2, Selabatu, Kec. Cikole, Kota Sukabumi, Jawa Barat 43114",04.00 hingga 00.00,"4,7",18,,Tidak Ada ,Tidak Tersedia,-6.9165946,106.9266057,Aksesibilitas Tersedia,['Tidak memiliki tempat parkir khusus pengguna kursi roda']
Masjid Perahu Cicurug,Masjid,"Purwasari, Kec. Cicurug, Kabupaten Sukabumi, Jawa Barat 43359",08.00 hingga 17.30,"4,4",318,,Tidak Ada ,Tidak Tersedia,-6.7855823,106.7932761,Aksesibilitas Tersedia,['Ada toilet khusus pengguna kursi roda']
Masjid Al-Muhajirn Bumi Pasir rahayu Nanggeleng,Masjid,"3W6P+M5P, Jl. Pasir Salamet I, Nanggeleng, Kec. Citamiang, Kota Sukabumi, Jawa Barat 43145",Buka 24 jam,"4,8",71,,Tidak Ada ,Tidak Tersedia,-6.938295,106.9354667,Aksesibilitas Tersedia,[]
Masjid Agung Kota Sukabumi,Masjid,"Jl. Alun-Alun Utara No.4B, Gunungparang, Kec. Cikole, Kota Sukabumi, Jawa Barat 43111",Buka 24 jam,"4,7",5.474,,Tidak Ada ,Tidak Tersedia,-6.9212224,106.9253186,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']"
GKI Penginjil Sukabumi,Gereja Injil,"Jl. Ir. H. Juanda No.20, Gunungparang, Kec. Cikole, Kota Sukabumi, Jawa Barat 43111",08.00 hingga 16.00,"4,9",26,,Ada,Tersedia,-6.9192108,106.9310964,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']"
GKP Jemaat Sukabumi,Gereja,"Jl. Surya Kencana No.41, Selabatu, Kec. Cikole, Kota Sukabumi, Jawa Barat 43114",Tutup,"4,7",33,,Ada,Tersedia,-6.9167384,106.9305013,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']"
Gereja Kristen Indonesia (Anggota PGI) - Kota Sukabumi,Gereja Protestan,"Jl. Zaenal Zakse No.15, Gunungparang, Kec. Cikole, Kota Sukabumi, Jawa Barat 43111",,"4,8",34,"
(0266) 221202",Ada,Tersedia,-6.9220748,106.9308929,Aksesibilitas Tersedia,['Memiliki pintu masuk khusus pengguna kursi roda']
Taman Doa Maria dari Nazareth,Gereja,"Jl. Surya Kencana No.11, Selabatu, Kec. Cikole, Kota Sukabumi, Jawa Barat 43114",,"5,0",19,,Tidak Ada ,Tersedia,-6.9179991,106.9281521,Aksesibilitas Tersedia,[]
GKPS,Tempat Ibadah,"Jl. Surya Kencana No.47, Selabatu, Kec. Cikole, Kota Sukabumi, Jawa Barat 43111",,"4,0",1,,Tidak Ada ,Tersedia,-6.9146436,106.9328617,Aksesibilitas Tersedia,[]
MDC SUKABUMI,Organisasi Pelayanan Sosial,"Jl. Pengadilan No.26, Nyomplong, Kec. Warudoyong, Kota Sukabumi, Jawa Barat 43131",,"5,0",5,,Tidak Ada ,Tidak Tersedia,-6.9227545,106.9245931,Aksesibilitas Tersedia,[]
Gereja Sidang Kristus,Gereja Murid Kristus,"Jl. Masjid No.8, Gunungparang, Kec. Cikole, Kota Sukabumi, Jawa Barat 43111",,"4,5",72,,Tidak Ada ,Tersedia,-6.9203335,106.9256551,Aksesibilitas Tersedia,[]
Gereja Baptis Indonesia Baitani,Gereja Baptis,"JL. Laks L RE Martadinata 86, Sukabumi, 43112, Kebonjati, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113",,"4,8",36,"
(0266) 221754",Ada,Tersedia,-6.9208422,106.9331177,Aksesibilitas Tersedia,['Memiliki pintu masuk khusus pengguna kursi roda']
HKBP Resort Sukabumi,Gereja Lutheran,"Jl. Babakan Sirna No.33, RT.03/RW.03, Benteng, Kec. Warudoyong, Kota Sukabumi, Jawa Barat 43132",,"4,7",82,,Tidak Ada ,Tersedia,-6.9184992,106.9134271,Aksesibilitas Tersedia,[]
GBIS Calvary,Gereja Injil Sepenuh,"Jl. Ciwangi No.Blk 1499/7, Gunungparang, Kec. Cikole, Kota Sukabumi, Jawa Barat 43111",,"4,6",5,"
(0266) 225468",Ada,Tidak Tersedia,-6.92078,106.9277117,Aksesibilitas Tersedia,[]
Gereja Bethel Indonesia Eben Haezer (GBI 282 Sukabumi),Gereja Pantekosta,"Jl. A. Yani, Kebonjati, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113",Tutup,"4,5",56,,Tidak Ada ,Tersedia,-6.9231786,106.934772,Aksesibilitas Tersedia,[]
Gereja Shalom Setukpa Polri - Gedung Tribrata SETUKPA POLRI Sukabumi,Gereja,"SETUKPA POLRI, Karamat, Gunungpuyuh, Sukabumi City, West Java",Tutup,"5,0",2,,Ada,Tidak Tersedia,-6.9093165,106.9262731,Aksesibilitas Tersedia,[]
GKI Cibadak,Gereja Protestan,"Jl. Perintis Kemerdekaan No.9, Cibadak, Kec. Cibadak, Kabupaten Sukabumi, Jawa Barat 43351",Tutup,"4,8",30,"
0812-6060-0745",Ada,Tidak Tersedia,-6.8939332,106.7836663,Aksesibilitas Tersedia,[]
Gereja Kristus,Gereja Kristus,"Jl. PGRI No.5, Gunungparang, Kec. Cikole, Kota Sukabumi, Jawa Barat 43111",,"4,2",9,"
(0266) 223080",Ada,Tersedia,-6.9217272,106.9295464,Aksesibilitas Tersedia,[]
Gereja Beth-el Tabernakel Sukabumi,Gereja Kristen,"Jl. Otto Iskandardinata No.20, Kebonjati, Kec. Cikole, Kota Sukabumi, Jawa Barat 43112",Tutup,"4,8",4,,Ada,Tersedia,-6.9252533,106.9341283,Aksesibilitas Tersedia,[]
GBI A. YANI 20,Gereja,"Jl. A. Yani No.20, Nyomplong, Kec. Warudoyong, Kota Sukabumi, Jawa Barat 43131",Tutup,"5,0",44,,Ada,Tersedia,-6.9221448,106.9242183,Aksesibilitas Tersedia,[]
GMS Sukabumi,Gereja,"Ruko Royal Kabandungan Blok BB 07 Kec. Cikole. Kel. Selabatu Kota Sukabumi Ruko, Jl. Royal Kabandungan Blok BB 07, Selabatu, Kec. Cikole, Kota Sukabumi, Jawa Barat 43122",Tutup,"5,0",34,,Ada,Tersedia,-6.9091697,106.9306346,Aksesibilitas Tersedia,[]
GBI Pajagalan 23,Gereja Kristen,"Jl. Pajagalan No.23, RT./RW/RW.04/03, Nyomplong, Kec. Warudoyong, Kota Sukabumi, Jawa Barat 43131",Tutup,,,"
0812-5649-8140",Ada,Tersedia,-6.9255363,106.9264206,Aksesibilitas Tersedia,[]
Geredja Pantekosta di Indonesia Sukabumi,Gereja Pantekosta,"Jl. Veteran II No.18, Selabatu, Kec. Cikole, Kota Sukabumi, Jawa Barat 43111",,"4,8",31,,Tidak Ada ,Tersedia,-6.9181059,106.9263975,Aksesibilitas Tersedia,[]
Wisma Oikoumene,Gereja,"3WPJ+5WF, Selabatu, Kec. Cikole, Kota Sukabumi, Jawa Barat 43114",,"4,5",15,,Tidak Ada ,Tidak Tersedia,-6.914562,106.9323043,Aksesibilitas Tersedia,[]
GBI SUMUR TUJUH,Gereja,"3WCH+WX4, Jl. Nyomplong, Sumur tujuh, Kec. Citamiang, Kota Sukabumi, Jawa Barat 43131",,,,,Tidak Ada ,Tidak Tersedia,-6.9277361,106.9299579,Aksesibilitas Tersedia,[]
GKI ZAENAL ZAKSE,Tempat Ibadah,"Jl. Zaenal Zakse No.15, Gunungparang, Kec. Cikole, Kota Sukabumi, Jawa Barat 43111",,"4,7",23,,Tidak Ada ,Tersedia,-6.9220502,106.9309033,Aksesibilitas Tersedia,[]
Gereja Yesus Sejati (GYS) Sukabumi,Gereja,"Jl. Gudang No.27, Kebonjati, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113",,"5,0",12,,Tidak Ada ,Tersedia,-6.9213928,106.9340389,Aksesibilitas Tersedia,[]
Wisma Assisi,Panti Lansia,"Jl. Veteran II No.10, Selabatu, Kec. Cikole, Kota Sukabumi, Jawa Barat 43111",06.00 hingga 20.00,"4,8",30,,Ada,Tidak Tersedia,-6.9180521,106.9273504,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']"
GSJA Charismata Sukabumi,Gereja,"Jl. Sudirman No.81, Benteng, Kec. Warudoyong, Kota Sukabumi, Jawa Barat 43132",Tutup,"4,9",78,,Tidak Ada ,Tersedia,-6.9196182,106.9174811,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']"
"Gereja Kristen Pasundan Jemaat ""Pangharepan"" Cikembar",Gereja Kristen,"Jl. Pelabuhan II No.Km.18, Cikembar, Kec. Cikembar, Kabupaten Sukabumi, Jawa Barat 43157",,"4,2",18,,Ada,Tersedia,-6.9630363,106.7978315,Aksesibilitas Tersedia,[]
GRIYA ANGELA,Pusat Retret,"Jl. Kenari No.1A, Selabatu, Kec. Cikole, Kota Sukabumi, Jawa Barat 43114",Buka 24 jam,"4,9",16,,Ada,Tersedia,-6.9154723,106.9303761,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']"
GBKP Runggun Sukabumi,Gereja,"Jl. Bhayangkara No.232, Selabatu, Kec. Cikole, Kota Sukabumi, Jawa Barat 43114",,"5,0",4,,Tidak Ada ,Tidak Tersedia,-6.9144645,106.9321126,Aksesibilitas Tersedia,[]
Gereja Gerakan Pentakosta Getsemani,Gereja Pantekosta,"Jl. Pelabuhan II No.144, Nyomplong, Kec. Warudoyong, Kota Sukabumi, Jawa Barat 43131",,"5,0",6,"
(0266) 223315",Ada,Tersedia,-6.9304324,106.9257455,Aksesibilitas Tersedia,[]
Kapel Katolik Albertus Soegiyo Pranoto,Gereja,"SETUKPA LEMDIKLAT POLRI, Sriwidari, Kec. Gunungpuyuh, Kota Sukabumi, Jawa Barat",,,,,Tidak Ada ,Tidak Tersedia,-6.9136817,106.92314,Aksesibilitas Tersedia,[]
Panti Kasih GKI Sukabumi,Rumah Pondokan,"Jl. Nasional III, Gunungpuyuh, Kec. Gunungpuyuh, Kota Sukabumi, Jawa Barat 43121",,"4,9",30,"
0877-4834-4599",Ada,Tidak Tersedia,-6.9180371,106.9126921,Aksesibilitas Tersedia,[]
Susteran Santa Lidwina,Biara,"Jl. Rumah Sakit No.3, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113",,"4,8",155,"
(0266) 223806",Ada,Tidak Tersedia,-6.9146604,106.9336179,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']"
Gereja Masehi Advent Hari Ketujuh Sukabumi,Gereja,"3WJG+FRF, Selabatu, Kec. Cikole, Kota Sukabumi, Jawa Barat",,"5,0",1,,Tidak Ada ,Tidak Tersedia,-6.9188004,106.9270385,Aksesibilitas Tersedia,[]
Gereja Katolik Paroki St. Joseph - Kota Sukabumi,Gereja Katolik,"Jl. Surya Kencana No.11, Selabatu, Kab. Sukabumi, Kota Sukabumi, Jawa Barat 35226",06.00 hingga 07.30,"4,8",304,,Ada,Tersedia,-6.9183257,106.9285436,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']"
Vihara Widhi Sakti,Vihara,"3WFG+V6W, Jl. Pajagalan No.20, Nyomplong, Kec. Warudoyong, Kota Sukabumi, Jawa Barat 43131",07.00 hingga 20.00,"4,7",475,"
(0266) 222036",Ada,Tidak Tersedia,-6.9252992,106.9255788,Aksesibilitas Tersedia,['Memiliki pintu masuk khusus pengguna kursi roda']
"MNCC (GBI Suryakencana, Sukabumi)",Gereja,"Jl. Surya Kencana No.54, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113",08.00 hingga 16.00,"5,0",3,,Ada,Tersedia,-6.9163421,106.9320099,Aksesibilitas Tersedia,"[' Tidak dilengkapi dukungan instalasi bantu dengar', 'Tidak memiliki kursi khusus pengguna kursi roda', 'Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda', 'Tidak ada toilet khusus pengguna kursi roda']"
Masjid Agung Kota Sukabumi,Masjid,"Jl. Alun-Alun Utara No.4B, Gunungparang, Kec. Cikole, Kota Sukabumi, Jawa Barat 43111",Buka 24 jam,"4,7",5.474,,Tidak Ada ,Tidak Tersedia,-6.9212224,106.9253186,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']"
GKI Penginjil Sukabumi,Gereja Injil,"Jl. Ir. H. Juanda No.20, Gunungparang, Kec. Cikole, Kota Sukabumi, Jawa Barat 43111",08.00 hingga 16.00,"4,9",26,,Ada,Tersedia,-6.9192108,106.9310964,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']"
GKP Jemaat Sukabumi,Gereja,"Jl. Surya Kencana No.41, Selabatu, Kec. Cikole, Kota Sukabumi, Jawa Barat 43114",Tutup,"4,7",33,,Ada,Tersedia,-6.9167384,106.9305013,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']"
Taman Kota Lapang Merdeka Sukabumi,Taman,"3WJG+3P3, Gunungparang, Kec. Cikole, Kota Sukabumi, Jawa Barat 43111",Buka 24 jam,"4,6",9.822,,Tidak Ada ,Tidak Tersedia,-6.9198544,106.9268062,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']"
Gereja Kristen Indonesia (Anggota PGI) - Kota Sukabumi,Gereja Protestan,"Jl. Zaenal Zakse No.15, Gunungparang, Kec. Cikole, Kota Sukabumi, Jawa Barat 43111",,"4,8",34,"
(0266) 221202",Ada,Tersedia,-6.9220748,106.9308929,Aksesibilitas Tersedia,['Memiliki pintu masuk khusus pengguna kursi roda']
GBI Cibadak,Gereja,"Jl. Perintis Kemerdekaan No.19, RT.01, Cibadak, Kec. Cibadak, Kabupaten Sukabumi, Jawa Barat 43351",Buka 24 jam,"4,7",12,,Tidak Ada ,Tidak Tersedia,-6.8952258,106.7830248,Aksesibilitas Tersedia,[]
